"image_url","history","history_certainty","portraits","portraits_certainty","topology","topology_certainty"
"https://www.dropbox.com/s/s3r3zmftme4fght/delft20.JPG?dl=1","",0,"",0,"",0
"https://www.dropbox.com/s/usl2zoqgpz5m426/delft100.jpg?dl=1","",0,"",0,"",0
"https://www.dropbox.com/s/uijwim6iquxmwa3/delft0.jpg?dl=1","",0,"",0,"",0
"https://www.dropbox.com/s/erw31jvs21gubfv/delft3.jpg?dl=1","",0,"",0,"",0
"https://www.dropbox.com/s/s3r3zmftme4fght/delft20.JPG?dl=1","",0,"",0,"",0
"https://www.dropbox.com/s/uijwim6iquxmwa3/delft0.jpg?dl=1","",0,"",0,"",0
"https://www.dropbox.com/s/erw31jvs21gubfv/delft3.jpg?dl=1","",0,"",0,"",0
"https://www.dropbox.com/s/usl2zoqgpz5m426/delft100.jpg?dl=1","",0,"",0,"",0
